8.00000000E+09, -1.17220096E+01,  0.00000000E+00
8.00500000E+09, -1.16364622E+01,  0.00000000E+00
8.01000000E+09, -1.15815270E+01,  0.00000000E+00
8.01500000E+09, -1.14942278E+01,  0.00000000E+00
8.02000000E+09, -1.14515199E+01,  0.00000000E+00
8.02500000E+09, -1.13723121E+01,  0.00000000E+00
8.03000000E+09, -1.12567141E+01,  0.00000000E+00
8.03500000E+09, -1.11894659E+01,  0.00000000E+00
8.04000000E+09, -1.11331857E+01,  0.00000000E+00
8.04500000E+09, -1.11604294E+01,  0.00000000E+00
8.05000000E+09, -1.10285973E+01,  0.00000000E+00
8.05500000E+09, -1.10371623E+01,  0.00000000E+00
8.06000000E+09, -1.09543120E+01,  0.00000000E+00
8.06500000E+09, -1.08553182E+01,  0.00000000E+00
8.07000000E+09, -1.07891260E+01,  0.00000000E+00
8.07500000E+09, -1.07722373E+01,  0.00000000E+00
8.08000000E+09, -1.07366539E+01,  0.00000000E+00
8.08500000E+09, -1.06533373E+01,  0.00000000E+00
8.09000000E+09, -1.06091893E+01,  0.00000000E+00
8.09500000E+09, -1.05715340E+01,  0.00000000E+00
8.10000000E+09, -1.05329315E+01,  0.00000000E+00
8.10500000E+09, -1.04493770E+01,  0.00000000E+00
8.11000000E+09, -1.03746310E+01,  0.00000000E+00
8.11500000E+09, -1.03706336E+01,  0.00000000E+00
8.12000000E+09, -1.03008544E+01,  0.00000000E+00
8.12500000E+09, -1.02703915E+01,  0.00000000E+00
8.13000000E+09, -1.02348012E+01,  0.00000000E+00
8.13500000E+09, -1.01863511E+01,  0.00000000E+00
8.14000000E+09, -1.01884571E+01,  0.00000000E+00
8.14500000E+09, -1.00796717E+01,  0.00000000E+00
8.15000000E+09, -9.99780576E+00,  0.00000000E+00
8.15500000E+09, -1.00278525E+01,  0.00000000E+00
8.16000000E+09, -9.94284873E+00,  0.00000000E+00
8.16500000E+09, -9.93573204E+00,  0.00000000E+00
8.17000000E+09, -9.89772458E+00,  0.00000000E+00
8.17500000E+09, -9.86555390E+00,  0.00000000E+00
8.18000000E+09, -9.80373114E+00,  0.00000000E+00
8.18500000E+09, -9.79384769E+00,  0.00000000E+00
8.19000000E+09, -9.73979021E+00,  0.00000000E+00
8.19500000E+09, -9.71122743E+00,  0.00000000E+00
8.20000000E+09, -9.65284797E+00,  0.00000000E+00
8.20500000E+09, -9.67953044E+00,  0.00000000E+00
8.21000000E+09, -9.57732416E+00,  0.00000000E+00
8.21500000E+09, -9.55482636E+00,  0.00000000E+00
8.22000000E+09, -9.50438669E+00,  0.00000000E+00
8.22500000E+09, -9.51451839E+00,  0.00000000E+00
8.23000000E+09, -9.44920098E+00,  0.00000000E+00
8.23500000E+09, -9.49095736E+00,  0.00000000E+00
8.24000000E+09, -9.44351310E+00,  0.00000000E+00
8.24500000E+09, -9.40827971E+00,  0.00000000E+00
